"id";"creator";"collection";"resource_type";"conservation_institution";"contributor";"archival_reference";"Date";"extent";"ornamental_motif";"folio";"related_dataset_id";"incipit";"inscription";"source";"files";"note";"timel_nature_place";"timel_object_architecture";"timel_character";"timel_subject";"timel_thema";"place_geonames_id";"title"
"REG_02408";"gahom";"REG. LAT. 123";"images_fixes|enluminures";"vatican";"oliva_di_ripoll_moine:illuminator";"REG. LAT. 123";1056;"362X280";;"202V";"REG_02406";;;"iv 115 et 116";"reginenses/REG_02406.tif|reginenses/REG_02407.tif|reginenses/REG_02408.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-b6zroqhg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zk5macbs";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mcyjt54t";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";3125609;"De natura rerum et de ratione temporum / Astronomica Huginus"
"REG_02410";"gahom";"REG. LAT. 123";"images_fixes|enluminures";"vatican";"oliva_di_ripoll_moine:illuminator";"REG. LAT. 123";1056;"362X280";;"203V";"REG_02409";;;"iv 117";"reginenses/REG_02409.tif|reginenses/REG_02410.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-i94jpy9p";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";3125609;"De natura rerum et de ratione temporum / Astronomica Huginus"
"REG_02414";"gahom";"REG. LAT. 123";"images_fixes|enluminures";"vatican";"oliva_di_ripoll_moine:illuminator";"REG. LAT. 123";1056;"362X280";;"205R";"REG_02411";;;"iv 120";"reginenses/REG_02411.tif|reginenses/REG_02412.tif|reginenses/REG_02413.tif|reginenses/REG_02414.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fhdoxok8|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-uqnfdgqd|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cw2gwrjp|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ldlee7pf|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-59lgwa9m";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ivsdfebq";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";3125609;"De natura rerum et de ratione temporum / Commentarius in somnium Scipionis Macrobius"
"REG_02416";"gahom";"REG. LAT. 123";"images_fixes|enluminures";"vatican";"oliva_di_ripoll_moine:illuminator";"REG. LAT. 123";1056;"362X280";;"214R";"REG_02415";;;"iv 122";"reginenses/REG_02415.tif|reginenses/REG_02416.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqzq2qqx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-b6zroqhg";;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";3125609;"De natura rerum et de ratione temporum / Timaeus Platonis Calcidius"
"REG_02419";"gahom";"REG. LAT. 123";"images_fixes|enluminures";"vatican";"oliva_di_ripoll_moine:illuminator";"REG. LAT. 123";1056;"362X280";;"215R";"REG_02417";;;"iv 122";"reginenses/REG_02417.tif|reginenses/REG_02418.tif|reginenses/REG_02419.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pfvwqfgm";;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";3125609;"De natura rerum et de ratione temporum / Timaeus Platonis Calcidius"
"REG_02423";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"2V";"REG_02422|REG_02421";;;;"reginenses/REG_02421.tif|reginenses/REG_02422.tif|reginenses/REG_02423.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-iqwfswjw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bbcxqwen|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-elpm66mg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bsmbjqgw";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-soyfpgzg";2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02426";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";"0831/0844";"365X295";;"3V";"REG_02425|REG_02424";;;;"reginenses/REG_02424.tif|reginenses/REG_02425.tif|reginenses/REG_02426.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-iqwfswjw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bbcxqwen|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-up8srrns|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zuecdty7";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-owth5eyz";2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02428";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";"0831/0844";"365X295";;"4V";"REG_02427";;;;"reginenses/REG_02427.tif|reginenses/REG_02428.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-z78apcet";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-smodwsmt";;;2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02430";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";"Lettre ornée|Zoomorphe|Végétal";"6R";"REG_02429";;;;"reginenses/REG_02429.tif|reginenses/REG_02430.tif";;;;;;;2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02433";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"8V";"REG_02431|REG_02432";;"EXEMPLE|:ISTE|EST|REX|JUSTITIAE|SUR|LESCHEVEUX|REX|REGUM|ET|DOMINUS|DOMINORUM|SUR|LE|NIMBE";;"reginenses/REG_02431.tif|reginenses/REG_02432.tif|reginenses/REG_02433.tif";;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq";;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02435";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"9V";"REG_02434";;"OCRUX|QUAE|SUMMI|ES|NOTO|DEDICATO|TROPAEO|...";;"reginenses/REG_02434.tif|reginenses/REG_02435.tif";;;;;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02437";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"10V";"REG_02436";;"CRUX|||SALUS";;"reginenses/REG_02436.tif|reginenses/REG_02437.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02443";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"11V";"REG_02439|REG_02438|REG_02440|REG_02441|REG_02442";;"EN|ARX|ALMACRUCIS|:|EN|FABRICA|SANCTA|SALUTIS....";;"reginenses/REG_02438.tif|reginenses/REG_02439.tif|reginenses/REG_02440.tif|reginenses/REG_02441.tif|reginenses/REG_02442.tif|reginenses/REG_02443.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qmt8m4fu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-do5npkus|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-tve3eqd6";;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02445";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"12V";"REG_02444";;"TE|PATRIARCHARUM|LAUDABILIS|ACTIO|SIGNAT|||PLEBSQUE|PROPHETARUMDIVINO|FAMINE|JUSSA|DANS|LESCARRES|INFERIEURS";;"reginenses/REG_02444.tif|reginenses/REG_02445.tif";;;;;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02447";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"13V";"REG_02446";;"ARCECRUCIS|DOMINI|SUMMA|PRUDENTIA|SISTIT|DANS|LE|TRIANGLE|SUPERIEUR";;"reginenses/REG_02446.tif|reginenses/REG_02447.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02449";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"14V";"REG_02448";;"VER|ORIENS|IGNIS|AURORA|HAC|PARTE|RELUCENT|DANS|LECERCLE|SUPERIEUR";;"reginenses/REG_02448.tif|reginenses/REG_02449.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-snfjrf73";2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02451";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"15V";"REG_02450";;"INCRUCE|NUNC|MENSES|VENTI|DUODENAQUE|SIGNA|...";;"reginenses/REG_02450.tif|reginenses/REG_02451.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-45ugdotw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qwmsscbq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vhj2urqn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6pbjxilu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pfvwqfgm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02453";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"16V";"REG_02452";;"TERQUECENTENOS|DECIESQUE|SENOS|ET|SEMEL|QUINOS|HABET|UNIVERSUM|TEMPUS|...";;"reginenses/REG_02452.tif|reginenses/REG_02453.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wuq737iz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6njpgskc|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqzq2qqx";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02455";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"17V";"REG_02454";;"CRUX|PIACONSTRUCTA|HIC|SUPERASTI|VINCULA|MORTIS|||MAGNA|BONA|ET|SANCTA|HIC|SUPERASTI|CRIMINA|SAETI";;"reginenses/REG_02454.tif|reginenses/REG_02455.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gw7fxljs";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02457";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"18V";"REG_02456";;"TE|GENESISCRUX|ALMA|BEAT|TUA|MUNERA|LAUDAT";;"reginenses/REG_02456.tif|reginenses/REG_02457.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02459";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"19V";"REG_02458";;"ADAM|||SANCTA|METRO|ARTE|EN|DECET|UT|SINTCARMINA|CHRISTO|HINC";;"reginenses/REG_02458.tif|reginenses/REG_02459.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02461";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"20V";"REG_02460";;"FORMA|SACRATACRUCIS|VENERANDO|FULGET|AMICTU|CROIX|SUPERIEURE|...";;"reginenses/REG_02460.tif|reginenses/REG_02461.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msmpj5ea";;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02463";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"21V";"REG_02462";;"ENCRUCIS|HAEC|SPECIES|JESUS|BENE|MONSTRAT|HONOREM";;"reginenses/REG_02462.tif|reginenses/REG_02463.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02470";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"22V";"REG_02465|REG_02464|REG_02466|REG_02467|REG_02468|REG_02469";;"ECCE|AGNUS|DEI|ECCE|QUI|TOLLIT|PECCATA|MUNDI|DANS|L|AGNEAU";;"reginenses/REG_02464.tif|reginenses/REG_02465.tif|reginenses/REG_02466.tif|reginenses/REG_02467.tif|reginenses/REG_02468.tif|reginenses/REG_02469.tif|reginenses/REG_02470.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6dqqjsez|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kancnlxz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3kaurvkz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-jyuadmtk";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wqg2nktt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-yg72re9g";;;2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02472";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"23V";"REG_02471";;"SPIRITUS|SAPIENTIAE|ET|INTELLECTUS|SPIRITUSCONSILII|ET|FORTITUDINIS|SPIRITUS|SCIENTIAE|ATQUE|PIETATIS|SPIRITUS|TIMORIS|DEI";;"reginenses/REG_02471.tif|reginenses/REG_02472.tif";;;;;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02474";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"24V";"REG_02473";;"REGNA|POLI|DOMINUS|VULT|PAUPERIS|ESSE|BEATI|DANS|L|OCTOGONE|SUPERIEUR";;"reginenses/REG_02473.tif|reginenses/REG_02474.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-anhzraqq";;;2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02476";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"25V";"REG_02475";;"CRUX|SACRA|TU|AETERNI|ES|REGIS|VICTORIACHRISTI";;"reginenses/REG_02475.tif|reginenses/REG_02476.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02478";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"26V";"REG_02477";;"QUINQUE|JUVAT|APICE|AST|SACRADICERE|DECRUCE|ET|HAEC|NAM|EST";;"reginenses/REG_02477.tif|reginenses/REG_02478.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02480";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"27V";"REG_02479";;"EST|ORBI|TOTO|DOMINI|NAM|PASSIO|VITA|DANS|LAMBDA|SUPERIEUR";;"reginenses/REG_02479.tif|reginenses/REG_02480.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02482";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"28V";"REG_02481";;"INCRUCE|LEX|DOMINI|DECORATUR|LUCE|CORUSCA";;"reginenses/REG_02481.tif|reginenses/REG_02482.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02484";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"29V";"REG_02483";;"JESUS|LE|SAUVEUR|VERITE|JESUSCHRIST|DIEU|EN|GREC|DANS|LE|MONOGRAMME";;"reginenses/REG_02483.tif|reginenses/REG_02484.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02486";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"30V";"REG_02485";;"FORTIS|VIRTUS|VICTORCLARUS|AUX|EXTREMITES|DE|LA|CROIX";;"reginenses/REG_02485.tif|reginenses/REG_02486.tif";;;;;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02488";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"31V";"REG_02487";;"CRUX|AUX|POINTES|DES|FIGURES|||IMMACULATACOHORS|CANTAS|TU|VOCIBUS|ILLIC|PENTAGONE|SUPERIEUR";;"reginenses/REG_02487.tif|reginenses/REG_02488.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02490";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"32V";"REG_02489";;"ALLELUIA|||AMEN|AUCENTRE|||CRUX|AETERNA|DEI|ES|LAUS|VIVIS|IN|ARCE|POLORUM|DANS|LES|LETTRES";;"reginenses/REG_02489.tif|reginenses/REG_02490.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02492";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"33V";"REG_02491";;"ES|PLACITA|SUPERIS|CRUX|VIC|ES|NAVITA|MUNDO|DANS|LA|CROIX";;"reginenses/REG_02491.tif|reginenses/REG_02492.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02494";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"34V";"REG_02493";;"SI|DO|TE|TIBI|METRA|SONO|HIS|TE|JESUS|IN|ODIS|||SI|DO|NISUS|EI|ET|SI|HOMOS|ARTEM|IBIT|ET|ODIS|DANS|LACROIX";;"reginenses/REG_02493.tif|reginenses/REG_02494.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";;;;2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02497";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";;"35V";"REG_02496|REG_02495";;"ORO|TE|RAMUS|ARAM|ARA|SUMAR|ET|ORO|PALINDROME|||RABANUM|MEMETCLEMENS|ROGO|CHRISTE|TUERE|O|PIE|JUDICIO|SUR|RABAN|MAUR";;"reginenses/REG_02495.tif|reginenses/REG_02496.tif|reginenses/REG_02497.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-iqwfswjw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bbcxqwen";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-tcyhlpcy";2923822;"De laude sanctae crucis Hrabanus Maurus"
"REG_02499";"gahom";"REG. LAT. 124";"images_fixes|enluminures";"vatican";;"REG. LAT. 124";840;"365X295";"Lettre ornée";"44R";"REG_02498";;;;"reginenses/REG_02498.tif|reginenses/REG_02499.tif";;;;;;;2923822;"De laude sanctaecrucis Hrabanus Maurus"
"REG_02502";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Végétal|Zoomorphe";"7R";"REG_02501";;;;"reginenses/REG_02501.tif|reginenses/REG_02502.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qucshbfi";;;;;2985246;"Lectionarium Forcalquariense / De trinitate"
"REG_02504";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Zoomorphe|Végétal";"15V";"REG_02503";;;;"reginenses/REG_02503.tif|reginenses/REG_02504.tif";;;;;;;2985246;"Lectionarium Forcalquariense / Ebdomada V ante natale domini"
"REG_02506";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Végétal|Zoomorphe|Géométrique";"42R";"REG_02505";;;;"reginenses/REG_02505.tif|reginenses/REG_02506.tif";;;;;;;2985246;"Lectionarium Forcalquariense / Passio s. Andree apostoli"
"REG_02508";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Zoomorphe|Géométrique|Végétal";"50R";"REG_02507";;;;"reginenses/REG_02507.tif|reginenses/REG_02508.tif";;;;;;;2985246;"Lectionarium Forcalquariense / Passio s. Lucie"
"REG_02510";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Zoomorphe|Végétal";"51V";"REG_02509";;;;"reginenses/REG_02509.tif|reginenses/REG_02510.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dzl7mvhj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cw2gwrjp";;;;;2985246;"Lectionarium Forcalquariense / Passio s. Thome apostoli"
"REG_02512";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Végétal|Zoomorphe";"82R";"REG_02511";;;;"reginenses/REG_02511.tif|reginenses/REG_02512.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dzl7mvhj";;;;;2985246;"Lectionarium Forcalquariense / In natale s. Stephani"
"REG_02515";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Zoomorphe|Anthropomorphe|Végétal";"89R";"REG_02513";;;"in natali s. iohannis evang.";"reginenses/REG_02513.tif|reginenses/REG_02514.tif|reginenses/REG_02515.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dzl7mvhj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";;;;2985246;"Lectionarium Forcalquariense"
"REG_02517";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1100/1299";"370X250";"Lettre ornée|Anthropomorphe|Végétal|Zoomorphe";"98V";"REG_02516";;;"in bethleem iude natale innocentum";"reginenses/REG_02516.tif|reginenses/REG_02517.tif";;;;;;;2985246;"Lectionarium Forcalquariense"
"REG_02519";"gahom";"REG. LAT. 125";"images_fixes|enluminures";"vatican";;"REG. LAT. 125";"1200/1299";"370X250";"Lettre ornée|Végétal|Zoomorphe";"118V";"REG_02518";;;;"reginenses/REG_02518.tif|reginenses/REG_02519.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dzl7mvhj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bqscor5q";;;;;2985246;"Lectionarium Forcalquariense / Vita b. Silvestri"
"REG_02522";"gahom";"REG. LAT. 126";"images_fixes|enluminures";"vatican";;"REG. LAT. 126";"1175/1199";"380X260";"Lettre ornée|Végétal";"1R";"REG_02521";;;;"reginenses/REG_02521.tif|reginenses/REG_02522.tif";;;;;;;3339573;"Recueil / Liber testimoniorum Veteris et Novi Testamenti de diversis libris s. Gregorii magni 1 et 3 paterius / Paterius Pseudo"
"REG_02524";"gahom";"REG. LAT. 126";"images_fixes|enluminures";"vatican";;"REG. LAT. 126";"1175/1199";"380X260";"Lettre ornée|Végétal|Géométrique";"33R";"REG_02523";;;;"reginenses/REG_02523.tif|reginenses/REG_02524.tif";;;;;;;3339573;"Recueil / Liber testimoniorum Veteris et Novi Testamenti de diversis libris s. Gregorii magni 1 et 3 paterius / Paterius Pseudo"
"REG_02526";"gahom";"REG. LAT. 126";"images_fixes|enluminures";"vatican";;"REG. LAT. 126";"1175/1199";"380X260";"Lettre ornée|Végétal";"85V";"REG_02525";;;;"reginenses/REG_02525.tif|reginenses/REG_02526.tif";;;;;;;3339573;"Recueil / Liber testimoniorum Veteris et Novi Testamenti de diversis libris s. Gregorii magni 1 et 3 paterius / Paterius Pseudo"
"REG_02528";"gahom";"REG. LAT. 126";"images_fixes|enluminures";"vatican";;"REG. LAT. 126";"1175/1199";"380X260";"Lettre ornée|Végétal";"153R";"REG_02527";;;;"reginenses/REG_02527.tif|reginenses/REG_02528.tif";;;;;;;"moravie	_tchecoslovaquie";"Recueil / Liber testimoniorum Veteris et Novi Testamenti de diversis libris s. Gregorii magni 1 et 3 paterius / Paterius Pseudo"
